"id","mimnumber","pid"
"725","245600","655"
"726","245600","656"
"727","245600","657"
"728","245600","658"
"729","245600","659"
"730","245600","660"
"731","245600","661"
"732","245600","662"
"733","245600","663"
"734","245600","664"
"735","245600","665"
"736","245600","666"
"737","245600","385"
"738","245600","667"
"739","245600","328"
"740","245600","668"
"741","245600","669"
"742","245600","670"
"743","245600","671"
"744","245600","672"
"745","245600","673"
"746","245600","674"
"747","245600","675"
"748","245600","676"
"749","245600","677"
"750","245800","139"
"751","245800","678"
"752","245800","679"
"753","245800","372"
"754","245800","680"
"755","245800","294"
"756","245800","681"
"757","245800","682"
"758","245800","509"
"759","245800","531"
"760","245800","387"
"761","245800","572"
"762","245800","683"
"763","245900","684"
"764","245900","6"
"765","245900","20"
"766","245900","685"
"767","245900","686"
"768","245900","54"
"769","245900","687"
"770","245900","688"
"771","245900","689"
"772","245900","690"
"773","245900","691"
"774","245900","692"
"775","245900","693"
"776","245900","694"
"777","246200","695"
"778","246200","142"
"779","246200","696"
"780","246200","697"
"781","246200","698"
"782","246200","699"
"783","246200","150"
"784","246200","700"
"785","246200","701"
"786","246200","702"
"787","246200","703"
"788","246200","168"
"789","246200","704"
"790","246200","705"
"791","246200","706"
"792","246200","707"
"793","246200","708"
"794","246200","709"
"795","246200","710"
"796","246200","711"
"797","246200","712"
"798","246200","713"
"799","246200","301"
"800","246200","714"
"801","246200","715"
"802","246200","716"
"803","246200","717"
"804","246200","718"
"805","246200","719"
"806","246200","720"
"807","246200","721"
"808","246200","722"
"809","246200","723"
"810","246200","724"
"811","246200","725"
"812","246200","726"
"813","246200","727"
"814","246200","728"
"815","246200","729"
"816","246200","730"
"817","246200","731"
"818","246200","732"
"819","246300","733"
"820","246300","734"
"821","246700","270"
"822","246700","735"
"823","246700","736"
"824","246700","737"
"825","246700","738"
"826","246700","739"
"827","246700","193"
"828","246700","740"
"829","246700","741"
"830","246700","742"
"831","246700","743"
"832","246700","744"
"833","246700","745"
"834","246700","746"
"835","246700","747"
"836","246700","748"
"837","246700","749"
"838","246700","750"
"839","246700","751"
"840","246700","266"
"841","246900","145"
"842","246900","752"
"843","246900","753"
"844","246900","754"
"845","246900","755"
"846","246900","756"
"847","246900","757"
"848","246900","758"
"849","246900","183"
"850","246900","194"
"851","246900","509"
"852","246900","535"
"853","246900","184"
"854","246900","759"
"855","246900","197"
"856","246900","539"
"857","246900","760"
"858","246900","761"
"859","246900","762"
"860","246900","763"
"861","246900","764"
"862","246900","765"
"863","246900","766"
"864","246900","767"
"865","246900","768"
"866","246900","589"
"867","246900","769"
"868","247100","770"
"869","247100","771"
"870","247100","772"
"871","247100","773"
"872","247100","774"
"873","247100","775"
"874","247100","776"
"875","247100","777"
"876","247100","778"
"877","247100","779"
"878","247100","780"
"879","247100","781"
"880","247100","782"
"881","247100","783"
"882","247100","184"
"883","247100","784"
"884","247100","785"
"885","247100","786"
"886","247100","787"
"887","247100","788"
"888","247100","789"
"889","247100","790"
"890","247100","791"
"891","247100","792"
"892","247100","793"
"893","247200","794"
"894","247200","270"
"895","247200","145"
"896","247200","795"
"897","247200","796"
"898","247200","209"
"899","247200","150"
"900","247200","797"
"901","247200","798"
"902","247200","368"
"903","247200","799"
"904","247200","800"
"905","247200","801"
"906","247200","802"
"907","247200","223"
"908","247200","803"
"909","247200","804"
"910","247200","805"
"911","247200","806"
"912","247200","229"
"913","247200","807"
"914","247200","175"
"915","247200","808"
"916","247200","809"
"917","247200","810"
"918","247200","383"
"919","247200","811"
"920","247200","812"
"921","247200","813"
"922","247200","814"
"923","247200","815"
"924","247200","816"
"925","247200","817"
"926","247200","818"
"927","247200","387"
"928","247200","819"
"929","247200","820"
"930","247200","821"
"931","247200","822"
"932","247200","184"
"933","247200","823"
"934","247200","824"
"935","247200","825"
"936","247200","826"
"937","247200","827"
"938","247200","828"
"939","247200","122"
"940","247200","829"
"941","247200","830"
"942","247200","831"
"943","247200","832"
"944","247420","833"
"945","247420","834"
"946","247420","835"
"947","247420","836"
"948","247420","837"
"949","248000","838"
"950","248000","839"
"951","248000","840"
"952","248000","841"
"953","248000","148"
"954","248000","842"
"955","248000","843"
"956","248000","844"
"957","248000","845"
"958","248000","846"
"959","248000","182"
"960","248000","847"
"961","248000","848"
"962","248000","849"
"963","248000","850"
"964","248000","851"
"965","248000","852"
"966","248000","853"
"967","248190","7"
"968","248190","372"
"969","248190","854"
"970","248190","855"
"971","248190","856"
"972","248190","857"
"973","248190","858"
"974","248190","859"
"975","248190","860"
"976","248190","861"
"977","248190","862"
"978","248190","863"
"979","248190","864"
"980","248190","865"
"981","248250","270"
"982","248250","274"
"983","248250","372"
"984","248250","604"
"985","248250","7"
"986","248250","8"
"987","248250","866"
"988","248250","867"
"989","248250","868"
"990","248250","857"
"991","248250","869"
"992","248250","20"
"993","248250","856"
"994","248250","860"
"995","248250","859"
"996","248250","861"
"997","248250","870"
"998","248250","184"
"999","248250","871"
"1000","248250","872"
"1001","248250","862"
"1002","248250","863"
"1003","248250","873"
"1004","248250","874"
"1005","248250","864"
"1006","248250","865"
"1007","248250","875"
"1008","248250","876"
"1009","248250","877"
"1010","248250","878"
"1011","248250","879"
"1012","248250","880"
"1013","248300","881"
"1014","248300","882"
"1015","248300","883"
"1016","248300","884"
"1017","248300","885"
"1018","248300","554"
"1019","248300","886"
"1020","248300","887"
"1021","248300","888"
"1022","248340","889"
"1023","248340","890"
"1024","248340","891"
"1025","248340","154"
"1026","248340","892"
"1027","248340","893"
"1028","248340","894"
"1029","248340","895"
"1030","248340","896"
"1031","248360","139"
"1032","248360","752"
"1033","248360","897"
"1034","248360","193"
"1035","248360","866"
"1036","248360","898"
"1037","248360","899"
"1038","248360","900"
"1039","248360","184"
"1040","248360","901"
"1041","248360","902"
"1042","248360","903"
"1043","248360","904"
"1044","248360","197"
"1045","248360","761"
"1046","248360","905"
"1047","248360","906"
"1048","248360","907"
"1049","248360","908"
"1050","248360","909"
"1051","248370","910"
"1052","248370","911"
"1053","248370","912"
"1054","248370","913"
"1055","248370","914"
"1056","248370","700"
"1057","248370","915"
"1058","248370","916"
"1059","248370","917"
"1060","248370","374"
"1061","248370","918"
"1062","248370","919"
"1063","248370","920"
"1064","248370","921"
"1065","248370","922"
"1066","248370","923"
"1067","248370","924"
"1068","248370","925"
"1069","248370","926"
"1070","248370","927"
"1071","248370","928"
"1072","248370","929"
"1073","248370","930"
"1074","248370","931"
"1075","248370","932"
"1076","248370","933"
"1077","248370","934"
"1078","248370","935"
"1079","248370","936"
"1080","248370","937"
"1081","248370","938"
"1082","248370","939"
"1083","248370","940"
"1084","248370","941"
"1085","248370","942"
"1086","248370","943"
"1087","248370","944"
"1088","248370","945"
"1089","248370","946"
"1090","248370","947"
"1091","248370","792"
"1092","248370","948"
"1093","248370","949"
"1094","248390","950"
"1095","248390","911"
"1096","248390","951"
"1097","248390","602"
"1098","248390","952"
"1099","248390","223"
"1100","248450","155"
"1101","248450","953"
"1102","248450","954"
"1103","248450","955"
"1104","248450","956"
"1105","248450","957"
"1106","248450","958"
"1107","248450","959"
"1108","248450","960"
"1109","248450","807"
"1110","248450","961"
"1111","248450","962"
"1112","248500","963"
"1113","248500","838"
"1114","248500","964"
"1115","248500","965"
"1116","248500","841"
"1117","248500","966"
"1118","248500","590"
"1119","248500","842"
"1120","248500","967"
"1121","248500","699"
"1122","248500","370"
"1123","248500","968"
"1124","248500","969"
"1125","248500","970"
"1126","248500","971"
"1127","248500","972"
"1128","248500","973"
"1129","248500","974"
"1130","248500","975"
"1131","248500","976"
"1132","248500","977"
"1133","248500","978"
"1134","248500","126"
"1135","248500","979"
"1136","248500","980"
"1137","248500","981"
"1138","248500","982"
"1139","248500","983"
"1140","248500","984"
"1141","248500","985"
"1142","248500","986"
"1143","248500","987"
"1144","248500","988"
"1145","248500","989"
"1146","248500","990"
"1147","248500","991"
"1148","248500","846"
"1149","248500","992"
"1150","248500","183"
"1151","248500","993"
"1152","248500","994"
"1153","248500","995"
"1154","248500","996"
"1155","248500","997"
"1156","248500","998"
"1157","248500","999"
"1158","248500","1000"
"1159","248500","1001"
"1160","248500","516"
"1161","248500","1002"
"1162","248500","1003"
"1163","248500","1004"
"1164","248500","1005"
"1165","248500","1006"
"1166","248500","1007"
"1167","248500","1008"
"1168","248500","1009"
"1169","248500","252"
"1170","248500","1010"
"1171","248500","1011"
"1172","248500","1012"
"1173","248500","1013"
"1174","248500","1014"
"1175","248500","1015"
"1176","248500","1016"
"1177","248500","1017"
"1178","248510","1018"
"1179","248510","458"
"1180","248510","1019"
"1181","248510","1020"
"1182","248510","1021"
"1183","248510","1022"
"1184","248510","1023"
"1185","248510","387"
"1186","248510","1024"
"1187","248510","183"
"1188","248510","331"
"1189","248510","1025"
"1190","248510","1026"
"1191","248510","1027"
"1192","248510","1028"
"1193","248510","1029"
"1194","248510","1030"
"1195","248510","1031"
"1196","248600","128"
"1197","248600","867"
"1198","248600","193"
"1199","248600","194"
"1200","248600","184"
"1201","248600","509"
"1202","248600","195"
"1203","248600","1032"
"1204","248600","1033"
"1205","248600","183"
"1206","248600","1034"
"1207","248600","1035"
"1208","248600","1036"
"1209","248600","1037"
"1210","248600","1038"
"1211","248600","1039"
"1212","248600","567"
"1213","248600","1040"
"1214","248600","1041"
"1215","248600","1042"
"1216","248600","1043"
"1217","248600","1044"
"1218","248600","1045"
"1219","248600","1046"
"1220","248600","1047"
"1221","248600","1048"
"1222","248600","1049"
"1223","248600","1050"
"1224","248600","1051"
"1225","248600","1052"
"1226","248600","1053"
"1227","248600","1054"
"1228","248700","1055"
"1229","248700","1056"
"1230","248700","145"
"1231","248700","1057"
"1232","248700","1058"
"1233","248700","209"
"1234","248700","146"
"1235","248700","150"
"1236","248700","274"
"1237","248700","367"
"1238","248700","210"
"1239","248700","155"
"1240","248700","370"
"1241","248700","154"
"1242","248700","1059"
"1243","248700","223"
"1244","248700","1060"
"1245","248700","608"
"1246","248700","12"
"1247","248700","348"
"1248","248700","1061"
"1249","248700","1062"
"1250","248700","1063"
"1251","248700","1064"
"1252","248700","1065"
"1253","248700","1066"
"1254","248700","1067"
"1255","248700","295"
"1256","248700","294"
"1257","248700","1068"
"1258","248700","175"
"1259","248700","1069"
"1260","248700","1070"
"1261","248700","634"
"1262","248700","1071"
"1263","248700","1072"
"1264","248700","1073"
"1265","248700","812"
"1266","248700","419"
"1267","248700","665"
"1268","248700","1074"
"1269","248700","1075"
"1270","248700","183"
"1271","248700","184"
"1272","248700","1076"
"1273","248700","185"
"1274","248700","239"
"1275","248700","1077"
"1276","248700","1078"
"1277","248700","1079"
"1278","248700","1080"
"1279","248700","1081"
"1280","248800","139"
"1281","248800","735"
"1282","248800","270"
"1283","248800","145"
"1284","248800","1082"
"1285","248800","372"
"1286","248800","274"
"1287","248800","1083"
"1288","248800","1071"
"1289","248800","634"
"1290","248800","1084"
"1291","248800","1085"
"1292","248800","1086"
"1293","248800","1087"
"1294","248800","1088"
"1295","248800","1089"
"1296","248800","557"
"1297","248800","899"
"1298","248800","1090"
"1299","248800","1091"
"1300","248800","1092"
"1301","248800","1093"
"1302","248800","1094"
"1303","248800","1095"
"1304","248800","1096"
"1305","248800","1097"
"1306","248800","1098"
"1307","248800","1099"
"1308","248800","507"
"1309","248800","1100"
"1310","248800","1101"
"1311","248800","997"
"1312","248800","998"
"1313","248800","1001"
"1314","248800","999"
"1315","248800","1102"
"1316","248800","1103"
"1317","248800","500"
"1318","248800","266"
"1319","248900","1104"
"1320","248900","1105"
"1321","248900","1106"
"1322","248900","1107"
"1323","248900","531"
"1324","248900","1108"
"1325","248900","1000"
"1326","248900","516"
"1327","248900","1109"
"1328","248900","1110"
"1329","248900","1111"
"1330","248900","1112"
"1331","248900","1113"
"1332","248900","1114"
"1333","248900","1115"
"1334","248900","1116"
"1335","248900","1117"
"1336","248900","901"
"1337","248900","1118"
"1338","248900","1119"
"1339","248900","1120"
"1340","248900","589"
"1341","248900","1121"
"1342","248900","1122"
"1343","249000","1123"
"1344","249000","145"
"1345","249000","1124"
"1346","249000","209"
"1347","249000","1125"
"1348","249000","150"
"1349","249000","210"
"1350","249000","1126"
"1351","249000","155"
"1352","249000","214"
"1353","249000","223"
"1354","249000","1127"
"1355","249000","1128"
"1356","249000","1129"
"1357","249000","1130"
"1358","249000","12"
"1359","249000","1131"
"1360","249000","1132"
"1361","249000","1133"
"1362","249000","173"
"1363","249000","1134"
"1364","249000","1135"
"1365","249000","1136"
"1366","249000","1137"
"1367","249000","979"
"1368","249000","353"
"1369","249000","1138"
"1370","249000","1139"
"1371","249000","807"
"1372","249000","232"
"1373","249000","292"
"1374","249000","1140"
"1375","249000","1141"
"1376","249000","1142"
"1377","249000","1143"
"1378","249000","175"
"1379","249000","1144"
"1380","249000","1145"
"1381","249000","1146"
"1382","249000","1147"
"1383","249000","1148"
"1384","249000","1149"
"1385","249000","1150"
"1386","249000","1151"
"1387","249000","1152"
"1388","249000","811"
"1389","249000","1153"
"1390","249000","1154"
"1391","249000","1155"
"1392","249000","1156"
"1393","249000","237"
"1394","249000","1077"
"1395","249000","1157"
"1396","249000","239"
"1397","249000","1158"
"1398","249000","1159"
"1399","249000","1160"
"1400","249000","1161"
"1401","249000","1162"
"1402","249000","1163"
"1403","249000","1164"
"1404","249000","1165"
"1405","249000","1166"
"1406","249000","1167"
"1407","249000","1168"
"1408","249100","1169"
"1409","249100","1170"
"1410","249100","126"
"1411","249100","979"
"1412","249100","1171"
"1413","249100","866"
"1414","249100","1172"
"1415","249100","16"
"1416","249100","1173"
"1417","249100","20"
"1418","249100","1174"
"1419","249100","1175"
"1420","249100","1176"
"1421","249100","1177"
"1422","249100","1178"
"1423","249100","1179"
"1424","249100","1180"
"1425","249100","1181"
"1426","249100","1182"
"1427","249100","1183"
"1428","249100","1184"
"1429","249100","1185"
"1430","249270","1186"
"1431","249270","967"
"1432","249270","1187"
"1433","249270","1188"
"1434","249270","1189"
"1435","249270","1190"
"1436","249270","1191"
"1437","249270","1192"
"1438","249270","1193"
"1439","249270","1194"
"1440","249270","1195"
"1441","249270","1196"
"1442","249270","1197"
"1443","249270","1198"
"1444","249270","1199"
"1445","249270","1200"
"1446","249270","1201"
"1447","249270","1202"
"1448","249270","1203"
"1449","249270","1204"
"1450","249270","1205"
"1451","249270","316"
"1452","249270","1206"
"1453","249270","1207"
"1454","249270","46"
"1455","249270","1208"
"1456","249270","1209"
"1457","249270","1210"
"1458","249270","1211"
"1459","249270","1212"
"1460","249270","1213"
"1461","249270","1214"
"1462","249400","1215"
"1463","249400","1216"
"1464","249400","1217"
"1465","249400","1218"
"1466","249400","1219"
"1467","249400","1220"
"1468","249400","1221"
"1469","249400","1222"
"1470","249400","1223"
"1471","249400","1224"
"1472","249400","1225"
