
5	145	155	372	150	209	274	374	154	223	12
14	282	281	173	752	4106	614	616	1852	1489	5658
17	551	4324	12489	2390	1135	4486	351	552	2130	7543
22	1247	323	1929	1332	1672	3931	977	4123	324	11717
27	126	979	756	1277	553	897	193	3202	1522	1860
34	175	295	294	234	20	325	1068	16	1296	174
42	634	1645	882	1071	925	665	811	812	1249	301
55	899	1777	557	1798	1778	1759	2165	1090	2166	2228
56	184	387	183	846	1001	516	509	999	181	1000
